"","ID","Name.in.English","Name.in.French","Name.in.Spanish","Countries","Country.codes.alpha.3","ISO639.3.codes","Degree.of.endangerment","Alternate.names","Name.in.the.language","Number.of.speakers","Sources","Latitude","Longitude","Description.of.the.location","Country","Region","City"
"2408",2204,"Lishan Didan (Iran)","lishan didan (République islamique d'Iran)","lishanán (Irán)","Iran (Islamic Republic of)","IRN","trg","Extinct","Lishanán, Lishanid Nash Didán, Lakhlokh, Galligallokh, Judeo-Aramaic, Jewish Northeastern Neo-Aramaic","",0,"H. Mutzafi (p.c.)",38,45,"Iranian Azerbaijan and southeast Turkey","IR","2","Urmia"
"2409",2202,"Lishana Deni (Iraq)","lishana deni (Iraq)","lishana deni (Iraq)","Iraq","IRQ","lsd","Extinct","Lishan Hudaye, Lishan Hozaye, Judeo-Aramaic, Jewish Northeastern Neo-Aramaic","",0,"H. Mutzafi (p.c.)
Mutzafi, H. The Jewish Neo-Aramaic Dialect of Koy Sanjaq (Iraqi Kurdistan)
Semitica Viva 32, Wiesbaden: Harrassowitz, 2004.",37,43,"Northwest Iraqi Kurdistan","TR","80","Milli"
"2410",2184,"Lishanid Noshan (Iraq)","lishanid noshan (Iraq)","lisánido nosán (Iraq)","Iraq","IRQ","aij","Extinct","Lishana Didan, Hulani, Galligallokh, Jbeli, Hodhayutha, Judeo-Aramaic, Jewish Northeastern Neo-Aramaic","",0,"H. Mutzafi (p.c.)
Mutzafi, H. The Jewish Neo-Aramaic Dialect of Koy Sanjaq (Iraqi Kurdistan)
Semitica Viva 32, Wiesbaden: Harrassowitz, 2004.",36,44,"Province of Irbil, in Iraqi Kurdistan","IQ","11","Erbil"
"2411",1156,"Loke Tibetan","tibétain de Loke","loke","Nepal","NPL","","Definitely endangered","’Loke Tibetan","",0,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",29,84,"Mustang district",NA,NA,NA
"2412",93,"Lorkoti","lorkoti","lorkoti","Kenya","KEN","","Extinct","","",0,"Franz Rottland",0,37,"","KE","1","Nyeri"
"2413",796,"Lower Chehalis","bas-chehalis","chehalí bajo","United States of America","USA","cea","Extinct","","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge. ",46,-124,"","US","OR","Nehalem"
"2414",2685,"Mahigi","mahigi","mahigi","Papua New Guinea","PNG","","Extinct","","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-8,143,"Upper Bamu (""Ramu""?) River,  Western Province",NA,NA,NA
"2415",624,"Máku","maku","makú","Brazil","BRA","","Extinct","","",0,"Databank Moore, 2008.",4,-62,"",NA,NA,NA
"2416",540,"Malin","malin","malin","Myanmar","MMR","","Extinct","","",0,"",25,95,"",NA,NA,NA
"2417",2552,"Mapia","mapia","mapia","Indonesia","IDN","mpy","Extinct","","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",1,134,"Mapia Island, West Papua Province",NA,NA,NA
"2418",2647,"Maragus","maragus","maragus","Vanuatu","VUT","mrs","Extinct","","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-16,167,"Central North Malekula Island","VU","",""
"2419",209,"Marrgu","margu","margu","Australia","AUS","mhg","Extinct","Ajokoot, Jaako, Terutong, Terrutong, Margu, Raffles Bay, Croker Island, Yaako, Yako.","",0,"",-11,132,"",NA,NA,NA
"2420",1895,"Matagalpa","matagalpa","matagalpa","Nicaragua","NIC","mtn","Extinct","","",0,"Recent article by Danilo Salamanca",13,-85,"Department of Matagalpa","NI","",""
"2421",488,"Mator","","","Russian Federation","RUS","","Extinct","Taigi, Karagas (dialects); тайгийский, карагасский","",0,"Eugen Helimski: Die matorische Sprache: Wörterverzeichnis – Grundzüge der Grammatik – Sprachgeschichte. Unter Mitarbeit von Beáta Nagy. Studia Uralo-Altaica 41; Szeged 1997.",54,95,"the northern slopes of the Eastern Sayan mountains, extending from the eastern part of the Minusinsk region in the west (dialects Mator proper and Taigi) to the Baikal region in the east (Karagas Samoyed); Mator has two ISO codes",NA,NA,NA
"2422",781,"Mattole","mattole","mattole","United States of America","USA","mvb","Extinct","","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World's Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",39,-124,"Along the Mattole and Bear Rivers near Cape Mendocino, CA.","US","CA","Philo"
"2423",771,"Miami-Illinois","miami-illinois","miami","United States of America","USA","mia","Extinct","Miami, Miami-Myaamia, Illinois","",0,"Golla et al. ms.",37,-95,"Originally spoken in Illinois and northern Indiana, relocated to Oklahoma and Kansas.","US","KS","Columbus"
"2424",839,"Migueleño","migueleño","migueleño","United States of America","USA","sln","Extinct","Migueleño Salinan","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World's Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",36,-121,"Mission San Miguel, in northern San Luis Obispo County, CA.","US","CA","Templeton"
"2425",1813,"Miraña (Brazil)","miraña (Brésil)","miraña (Brasil)","Brazil","BRA","boa","Critically endangered","Miránha, Mirãnha, Miraña","",0,"Databank Moore, 2008.",-2,-66,"","BR","4","Fortaleza"
"2426",630,"Mirití Tapuia","mirití-tapuia","miriti tapuya","Brazil","BRA","mmv","Critically endangered","Miriti-Tapuia, Buia-Tapuya","",0,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",0,-69,"The group lives in the indigenous lands Alto Rio Negro and Médio Rio Negro I and II, Municipalities of São Gabriel da Cachoeira and Santa Isabel do Rio Negro, north-western Amazonas State - Brazil.","BR","4","Santa Isabel"
"2427",2351,"Mlahso (Syria)","mlahso (République arabe syrienne)","melasó (Siria)","Syrian Arab Republic","SYR","lhs","Extinct","Mlaḥsô; “Mlahsö” (incorrect)","",0,"Otto Jastrow: Der neuaramäische Dialekt von Mlahsô. Semitica viva 14; Wiesbaden: Harrassowitz, 1994. | Die syrischen Christen in Nordost-Syrien http://www.margabrielverein.de/mitteilung99/mitteilung92.htm",37,41,"the émigré community in the town of Qamishli; cf. Mlahso (Turkey)","TR","21","�ankaya"
"2428",1987,"Mlahso (Turkey)","mlahso (Turquie)","melasó (Turquía)","Turkey","TUR","lhs","Extinct","Mlaḥsô; “Mlahsö” (incorrect)","",0,"Otto Jastrow: Der neuaramäische Dialekt von Mlahsô. Semitica viva 14; Wiesbaden: Harrassowitz, 1994. | Die syrischen Christen in Nordost-Syrien http://www.margabrielverein.de/mitteilung99/mitteilung92.htm",38,41,"originally two villages near Lice in Diyarbakır Province; all emigrated to Syria","TR","21","Kadir"
"2429",1295,"Mo-peng","mo-peng","mo-peng","Sierra Leone","SLE","","Extinct","","",0,"Tucker Childs",7,-12,"",NA,NA,NA
"2430",631,"Mochica","mohica","mochica","Peru","PER","","Extinct","Lengua yunga. Muchik.","",0,"",-7,-80,"Costa  norte del Perú, departamento de  Lambayeque. Last spoken in Puerto Eten and Monsefú (near Chiclayo).","PE","14","Chiclayo"
"2431",2600,"Moksela","moksela","moksela","Indonesia","IDN","vms","Extinct","Opselan","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3,127,"Buru Island, Maluku","ID","16","Namlea"
"2432",825,"Molala","molala","molala","United States of America","USA","mbe","Extinct","","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World's Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",45,-122,"Along the western slopes of the Cascades Mountains, from the upper Rogue River to Mt. Hood area, OR.","US","OR","Clackamas"
"2433",390,"Mozarabic","","","Spain","ESP","","Extinct","","",0,"",37,-4,"southern Spain","ES","51","M�laga"
"2434",2687,"Mulaha","mulaha","mulaha","Papua New Guinea","PNG","mfw","Extinct","","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-10,147,"Southeast of Gaile on the coast, Central Province",NA,NA,NA
"2435",1838,"Múra","múra","mura","Brazil","BRA","myp","Extinct","","",0,"Databank Moore, 2008.",-3,-59,"","BR","4","Itacoatiara"
"2436",35,"Nagumi","nagumi","nagumi","Cameroon","CMR","ngv","Extinct","","",0,"Voegelin & Voegelin",9,13,"","NG","35","Nassarawa"
"2437",2601,"Naka'ela","naka'ela","naka'ela","Indonesia","IDN","nae","Extinct","","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3,129,"Seram Island, Maluku","ID","16","Masohi"
"2438",104,"Napore","napore","napore","Uganda","UGA","","Extinct","","",0,"Bernd Heine",4,34,"",NA,NA,NA
"2439",901,"Natchez","natchez","nachez","United States of America","USA","ncz","Extinct","","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",32,-91,"Along Mississippi River near Natchez, Mississippi","US","MS","Port Gibson"
"2440",827,"New River Shasta","shasta de New River","shasta","United States of America","USA","sht","Extinct","","",0,"",45,-122,"","US","OR","Clackamas"
"2441",682,"Ngarla","ngarla","engarla","Australia","AUS","nlr","Extinct","","",0,"",-21,119,"","AU","8","Dalton"
"2442",39,"Ngong","ngong","ngong","Cameroon","CMR","nnx","Extinct","","",0,"Ethnologue",9,14,"",NA,NA,NA
"2443",2603,"Nila (Nila Island)","nila (île de Nila)","nila (isla Nila)","Indonesia","IDN","nil","Extinct","","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-7,130,"Transmigration from Nila Island to Seram Island, Maluku, because of volcanic activity",NA,NA,NA
"2444",813,"Nisenan","nisenan","nisenan","United States of America","USA","nsz","Extinct","Maidu (southern)","",0,"",39,-121,"","US","CA","Folsom"
"2445",958,"Nooksack","nooksack","nucsaqués","United States of America","USA","nok","Extinct","","",0,"",49,-122,"","US","WA","Burlington"
"2446",361,"Norn","","","United Kingdom of Great Britain and Northern Ireland","GBR","","Extinct","","",0,"Michael P. Barnes: The death of Norn. — Germanische Rest- und Trümmersprachen. Herausgegeben von Heinrich Beck. Ergänzungsbände zum Reallexikon der germanischen Altertumskunde 3; Berlin: de Gruyter, 1989. 21–43.",60,-1,"the Shetland Islands; earlier also the Orkney Islands and adjacent mainland Scotland","GB","W3","Lerwick"
"2447",831,"Northeastern Pomo","pomo du nord-est","pomo nororiental","United States of America","USA","pef","Extinct","","",0,"",39,-123,"","US","CA","Santa Rosa"
"2448",603,"Nukiní","nukuini","nukuini","Brazil","BRA","nuc","Extinct","Nuquini","",0,"Databank Moore, 2008.",-7,-73,"","BR","4","Guajara"
"2449",1257,"Nupbikha","nupbikha","nupbikha","Bhutan","BTN","npb","Vulnerable","","",0,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27,91,"Bumthang district, area around Trongsa town","BT","14","Pemagatsel"
"2450",105,"Nyang'i","nyang'i","ñangui","Uganda","UGA","nyp","Extinct","","",0,"Bernd Heine",4,33,"","SD","28","Torit"
"2451",852,"Obispeño","obispeño","obispeño","United States of America","USA","obi","Extinct","","",0,"",35,-121,"","US","CA","Santa Maria"
"2452",31,"Odut","odut","odut","Nigeria","NGA","oda","Extinct","","",0,"Roger Blench",5,8,"","NG","22","Calabar"
"2453",395,"Old Prussian","","","Russian Federation","RUS","","Extinct","","",0,"",55,20,"Samland and Kurische Nehrung in East Prussia","RU","23","Kunts�vo"
"2454",158,"Old Sirenik","vieux sirenik","sirenik antiguo","Russian Federation","RUS","ysr","Extinct","","",0,"Г. А. Меновщиков: Сиреникских эскимосов язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 81–84. | Nikolai Vakhtin: Siberian Yupik and other languages of Chukotka. — Bicultural education in the North: Ways of preserving and enhancing. indigenous peoples’ languages and traditional knowledge. Edited by Erich Kasten. Münster: Waxmann, 1998. http://www.siberian-studies.org/publications/PDF/bevakhtin.pdf",64,-174,"the village of Sireniki [Сиреники] in Chukchi Autonomous District",NA,NA,NA
"2455",1782,"Omagua (Brazil)","omagua (Brésil)","omagua (Brasil)","Brazil","BRA","omg","Critically endangered","Kambeba, Cambeba, Omágua, Kokáma","",0,"Databank Moore, 2008.",-4,-65,"","BR","4","S�o Bernado"
"2456",639,"Ona","ona","ona","Argentina","ARG","ona","Extinct","Aona, Selknam, Shelknam","",0,"www.ethnologue.com ",-55,-67,"Patagonia, Tierra del Fuego. Formerly also in Chile","AR","23","Tolhuin"
"2457",1432,"Ongkor Solon","solon d'Ongkor","solon ongkor","China","CHN","evn, orh","Extinct","Sinkiang Solon; Turkestan Solon","",0,"Bai Lan and Juha Janhunen: On the present state of the Ongkor Solon. Journal de la Société Finno-Ougrienne 84 (1992): 225–229.",47,83,"Kazakh Autonomous District in Xinjiang Uygur Autonomous Region; an extinct outlying dialect of Solon",NA,NA,NA
"2458",305,"Opon-Carare","opon-carare","opón-carare","Colombia","COL","","Extinct","","",0,"Data from M. Fornaguera and R. Pineda Giraldo, published by J. Landaburu in 'Documentos sobre lenguas aborígenes de Colombia del archivo de Paul Rivet' , vol. II (1998) ",6,-74,"On the Opon and Carare rivers, east of the Magdalena (Santander)","CO","33","Dosquebradas"
"2459",2281,"Orang Kanaq","orang kanaq","orang kanaq","Malaysia","MYS","orn","Extinct","","",0,"Bradley 2007",2,104,"","MY","1","Ulu Tiram"
"2460",2606,"Palumata","palumata","palumata","Indonesia","IDN","pmc","Extinct","Balamanta","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3,126,"Buru Island, Maluku","ID","28","Ternate"
"2461",962,"Panobo","panobo","panobo","Peru","PER","pno","Extinct","Wariapano","",0,"Solís Fonseca, Gustavo. 2003. Lenguas  en la Amazonía Peruana.. Lima.",-7,-75,"Departamento de Ucayali, cuenca del río Ucayali.","PE","16","Florencia"
"2462",2044,"Papora","papora","papora","China","CHN","ppu","Extinct","","",0,"",24,121,"Taiwan Province","TW","",""
"2463",2399,"Pentlatch","pentlatch","pentlatch","Canada","CAN","ptw","Extinct","","",0,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",50,-125,"","CA","BC","Campbell River"
"2464",547,"Phalok","phalok","palok","Thailand","THA","","Extinct","","",0,"",19,99,"","TH","2","Chiang Mai"
"2465",645,"Pijao","pijao","pijao","Colombia","COL","pij","Extinct","","",0,"",4,-75,"In the department of Tolima (Colombia).","CO","33","Girardot"
"2466",2608,"Piru","piru","piru","Indonesia","IDN","ppr","Extinct","","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3,128,"Seram Island, Maluku",NA,NA,NA
"2467",403,"Polabian","","","Germany","DEU","","Extinct","","",0,"Ewa Rzetelska-Feleszko: Polabisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 363–366.",53,11,"the Elbe River basin in northeastern Germany, last in Altmark in the north of Saxony-Anhalt and in south-western Mecklenburg","DE","6","Uelzen"
"2468",1610,"Pumpokol","","","Russian Federation","RUS","","Extinct","","",0,"Г. К. Вернер: Енисейские языки. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 169–177.",59,88,"the region of the upper Ket’, an eastern tributary to the upper Ob’",NA,NA,NA
"2469",853,"Purisimeño","purisimeño","purisimeño","United States of America","USA","puy","Extinct","","",0,"",35,-120,"","US","CA","Lompoc"
"2470",1549,"Quapaw","quapaw","quapaw","United States of America","USA","qua","Extinct","","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge. ",37,-95,"Northeastern Oklahoma; Quapaw, OK. ","US","KS","Columbus"
"2471",791,"Quileute","quileute","quileutés","United States of America","USA","qui","Extinct","","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",48,-125,"Quileute Reservation (at La Push) and Lower Hoh River Reservation, WA.","US","WA","Neah Bay"
